Job Title,Company,Job Description,Job Type,Skills,Visualization Tools
R&D Engineer,PT Sigmantara Alfindo,"Responsibilities:Communicate with our clients to understand their current pain points and how AI / machine learning can be applied to improve their bottom line. This includes discussions with clients’ top management, members of their information technology team, as well as their specialists from other fields.Work with other Technology team members both in Indonesia and abroad to develop proofs-of-concept of solutions and present it to our clients.Together with other Technology team members and partner organizations, develop said proofs-of-concept into systems capable of handling large volumes of data in production environments.Keep up with technology developments related to AI, machine learning, and engineering of large-scale software systems.Requirements:At least a Bachelor’s degree in Computer Science/Engineering or related field.At least 3 years of working experience with python, include libraries related to data processing such as pandas and/or polarsWorking knowledge of GitProficiency in SQL, with good understanding of at least one popular RDBMSExperience with Cloud Services (AWS/GCP/Azure) would be preferredExcellent verbal and written communication skills. This includes the ability to clearly explain technical matters such as system design decisions to non-technical audiencesGood knowledge of software engineering and data engineering concepts, such as algorithmic complexity, architectural patterns, software quality assurance, and characteristics of different database technologies.Experience with machine learning deployment services and enablers (Docker, automated testing, etc.) will be a plusExperience working in projects that involve stakeholders based in different countries will be a plusExperience with retail or supply chain management will be a plusWilling to WFO Monday - Friday at Head Office in Alam Sutera, Tangerang",Penuh waktu,"['SQL', 'Python', 'Azure', 'Database', 'AWS', 'GCP', 'Machine Learning', 'pandas', 'docker']",['Unknown']
Machine Learning Engineer,PT Tekno Gemilang Indonesia,"Requirements:AI Model Development, Programming Language (Python), Library & Framework (TensorFlow, PyTorch, Scikit-Learn, Keras.), AI Model Development, Machine Learning AlgorithmDesign, develop, and implement effective and scalable machine-learning models to solve complex problems, using appropriate algorithms and necessary techniques.Collect, clean, and analyze data to understand relevant trends, patterns, and insights that can be applied in machine-learning model development.Evaluate model performance periodically, tune parameters, and improve the model so that it remains relevant and in line with business or project needs.Collaborate with cross-disciplines, such as data engineers, data scientists, and business stakeholders, and communicate effectively regarding the process, results, and implementation of the models developed.denies that the development and implementation of machine-learning models comply with relevant ethical principles and maintain security and data privacy aspects.Continue to deepen knowledge about the latest technology, algorithms and developments in the world of machine learning to present innovative and effective solutions.Providing creative and efficient solutions to technical or methodological challenges in machine learning model development.About Us:“The right people in the right time and the right position would be the key to our company’s improvement; we developed our company through our corporate culture and values.” TOGI (PT Tekno Gemilang Indonesia) aims to deliver solutions required by companies to compete in today’s digital economy; whereas now it is highly necessary to review and revise a company’s business processes. In countering global challenges.""",Kontrak,"['Python', 'Machine Learning', 'tensorflow', 'scikit-learn']",['Unknown']
Data Warehouse Specialist,PT Roatex Indonesia Toll System,"Requirement:Min. 30 years oldMinimum bachelor’s degree in computer science, Software Engineering, Information technology, or related fieldat least 5 - 8 years experience in the same positionKnowledge of DWH and architecture assetsKnowledge of SQL and RDBMS systems for creating data martsKnowledge of data modellingStrong fundamentals in data visualization, reporting, and dashboardingExperience with cloud ecosystemsStrong experience with data visualization tools such as Looker Studio, Tableau, Google BigQueryExperience with multiple external data sources such as big data, JSON, XMLpreferred abilitiesStrong analytical, conceptual and problem-solving abilitiesAbility to think creatively to solve real customer business needs and problemsAbility to manage multiple priorities, and assess and adjust quickly to changing prioritiesResponsibilitiesManage multiple priorities, and assess and adjust quickly to changing prioritiesDealing with multiple external data sources such as big data, JSON, XMLCreating data marts",Penuh waktu,"['SQL', 'Big Data']","['tableau', 'looker']"
Marketing Data Analyst,PT Adira Dinamika Multi Finance Tbk,"Responsibilities:Prepare a comprehensive Business Partnership Management (BPM) Marketing Development department work plan in line with the division and directorate work plans.Performing data analysis needed to support the implementation of the department's workEnsure the implementation of the PDCA process for all work at Marketing Development BPM.Provide support Analysis of data related to work plans, project implementation and support to branchesEnsure that the Marketing Development BPM project (KPM Prima) achieves the targets set and mutually agreed upon.Requirements:Candidates must at least posses a Bachelor's degree from IT/Physics/Mathematics/Accounting majors with a minimum GPA of 3,20.At least 2 years of experience in Digital Marketing/Data Analyst or other related field(s).Have good interpersonal skills to communicate with internal & external parties.Proficiency in Microsoft Office, especially in Microsoft Excel and PowerPoint.Experience with data processing, analysis and reporting.Highly skilled in handling data with SQL and Tableau.",Penuh waktu,"['SQL', 'Excel']",['tableau']
DATA ANALYTICS MANAGER,PT Emos Global Digital,"Build, develop and maintain data models, reporting systems, data automation systems, dashboards and performance metrics to help business users gain valuable insights to support business decision-making.Create reports, dashboards and Tableau Data Visualization to communicate findings and understand business performance.Analyse, interpret and present results to identify critical metrics and new opportunities for business process improvement.Monitor business performances regularly and generate performance reports and KPI Alignment to managementMonitor the use of data systems and ensure correctness, completeness and availability of data servicesRequirement :Bachelor's degree in a relevant field such as Data Science, Statistics, Computer Science, Mathematics, or a related discipline.Several years of experience in data analysis and a proven track record of delivering valuable insights.Deep knowledge & experience of Microsoft Excel & Tableu / Power BI/ something similar for analyzing datasets & data visualizationExperience in business process improvement, internal auditing, or risk management is a plus point.Strong leadership and team management skills.",Penuh waktu,['Excel'],"['tableau', 'power bi']"
Data Analyst (for GetPlus),PT Merah Cipta Media,"Job Description:Provide analytics for assigned tribe, working as a partner to other tribe members (i.e. product leaders/process owners/product manager, etc) to identify, develop and drive key analytics or reporting projects relevant to the productExhibit deep data insights, as well as business model understanding, to create reporting and dashboards for business that un-earth issues/trends not easily spotted by business teams.Execute quantitative analysis that translates data from multiple systems into actionable insights.Data modelling fot Data Mart and View (conceptual, logical, and physical) to support effective and efficient reporting.Acquire data from primary or secondary data sources and maintain data systems.Identify, analyze, and interpret data setsFilter and ""clean"" data, review reports and performance indicatiors to locate and correct problemsMakin mathematical models for business problems, design experiments and success metrics to test out new product ideasJob Requirements:4-5 years of experience in Data analysisPreferrably from start up industryBusiness/Computer backgroundStrong project managementAbility to successfully manage multiple tasks at any given pointStrong relationship building skills & communication skillsUnderstanding of indices, fundamentals and analytical data, returns level data etc.Must have proficiency with SQL, Microsoft ExcelSkills: AWS, Agile, Analysis skills, Analytics, Azure, Communication skills, Data analysis skills, Data analytics, Data collection, Data management, Data mining, Data visualization",Penuh waktu,"['SQL', 'Azure', 'AWS']",['Unknown']
Data Analyst Manager,PT Kapal Api Global,"We are looking for an expert as a Data Analyst Manager.What you will do :Develop and implement a data strategy aligned with business goals.Lead the creation of visualizations, dashboards, and oversee analysis of large datasets.Utilize predictive analytics to forecast trends, demand, and consumer behaviorWe are looking for you who :Have a Bachelor's or Master's Degree majoring in Data Science, Statistics, Business Analytics, or any related fieldsProven experience in data analysis and management within the FMCG IndustryProficiency in data analysis tools, databases, and visualization platforms (Power BI, Tableau)What you will get :Accelerated growth & plenty of learning opportunitiesDemanding & Supportive environment",Penuh waktu,['Unknown'],"['tableau', 'power bi']"
Sales Data Analis Spesialis,CV Saprotan Utama,"Kualifikasi :Lulusan S1 StatistikPengalaman kerja sales analis minimal 3 tahun, atauMahir dalam mengolah data dan membuat analisaJobdes :Monitoring target dan pencapaian target penjualanMelakukan pengolahan data sales nasionalMenganalisa pencapaian sales terhadap target di setiap wilayahMembuat laporan kepada direksi tentang kendala penjualan di setiap wilayah dan memberikan saran perbaikannya",Penuh waktu,['Unknown'],['Unknown']
Ketua Prodi Data Science (UBM Kampus Ancol),Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia ),"Job Description :Provide strategic direction and leadership for the study program.Develop and implement academic policies and procedures in line with institutional goals.Oversee the design and development of curriculum and courses.Ensure that the study program meets accreditation and regulatory standards.Coordinate and manage the day-to-day operations of the study program.Foster a positive and inclusive learning environment.Ensure the quality of education and adherence to academic standards.Implement assessment and evaluation processes to maintain and improve program quality.Encourage and support research initiatives within the study program.Requirements :Candidate must possess at leastDoctoral Degree/Master’s Degree in Computer Studies / Science Datafrom reputable University.Experience inData Science, Statistic, Artificial Intelligence (AI), Programming, Data Analytics, or Data Visualization.Candidate must possess at least 3-5 years of working experience in the related field with a track record of leadership and management.Contribute actively to Tridharma andJFD : Lektor.Strong communication and interpersonal skills.Good analytical thinking, solid conceptual, and excellent teaching skill.Open position for :Full Time (Office Hour : Monday - Friday).Placement at :UBM Ancol.If you meet the qualifications and are genuinely excited about the position, express that enthusiasm in your Application, CV, Academic Certificate, Academic Transcript, and include a Recent Photograph",Penuh waktu,['Unknown'],['Unknown']
Data Engineer Assistant Manager,Erajaya Group,"Responsible for designing, developing, and managing the data architecture, infrastructure, tools, and processes that enable an organization to collect, store, process, and analyze large volumes of data also ensuring that data is available, accessible, and usable for various analytical and business purposes.Job Description:Creating and maintaining data models, schemas, and structures to support business requirements.Building and maintaining scalable and efficient data pipelines for the extraction, transformation, and loading (ETL) of data from various sources into data storage systems.Implementing and managing data warehouses or data lakes to store and organize large volumes of structured and unstructured data.Ensuring data quality, consistency, and integrity within the data warehouse.Implementing and optimizing data processing algorithms and frameworks.Implementing data quality checks and validation processes to ensure the accuracy and reliability of data.Collaborating with cross-functional teams, including Business Analyst, Business Intelligence, and business stakeholders, to understand data requirements and deliver solutions.Administering and optimizing databases used for storing and retrieving data.Identifying and addressing bottlenecks and optimizing data processing and storage.Job Requirement:Min. S1 from Computer Science, Math, or related, S2 is a plusMin. 5 - 8 years experience as Data Engineer, IT Data Warehouse, IT Business Analyst or similarProficiency in one or more programming languages commonly used in data engineering/data manipulation & automation, such as Python, Java, Scala, or R.Experience with big data processing frameworksStrong understanding of database systems (design, optimization & performance tuning), both traditional relational databases (e.g., MySQL, PostgreSQL) and NoSQL databases (e.g., MongoDB, Cassandra).Proficiency in designing and implementing ETL processes to move and transform data from source to destination.Understanding of data quality best practices and experience implementing data governance policies.Strong communication skills to collaborate with data scientists, analysts, and other stakeholders.Knowledge of data modeling techniques, tools and data warehousing solutionsGreat attention to detail & accuracy, ability to deliver on tight deadlines.",Penuh waktu,"['Python', 'R', 'MySQL', 'Database', 'NoSQL', 'MongoDB', 'Big Data']",['Unknown']
Data Science,Plasticpay,"Company profile:Plasticpay is a digital-based social behavioral modification platform that invites people to exchange plastic waste for points.We create an application and collection facilities for people, public and private sector to participate and collaborate in recycling activities to fulfil the sustainable development goals no 12 and 17.We recycle waste plastic to eco-friendly fiber and we work with SME to transform the eco-friendly fiber to fashion product with good quality and environmentally friendlyKualifikasi:1. Memiliki pengalaman minim 2 tahun dalam bidang Data Science2. Menguasai dan familiar dalam penggunaan Google Spreadsheet3. Menguasai dan familiar dalam pengguaan MySQL Database4. Paham dan familiar dalam penggunaan software viasualisasi data : Google Looker Studio.5. Menguasai dan familiar dalam penggunaan Google BigQueryJobdesk:1. Planning and implementation of information management system development with business analysis as needed.2. Optimize and analyze database requirements.3. Perform data storage following applicable procedures.4. Make strategic reports for management.5. Perform other routine reporting to the Regulator in an accurate and timely manner.6. Maintain big data in order to generate information for company management.",Penuh waktu,"['MySQL', 'Database', 'Big Data']",['looker']
IT Data Warehouse Engineer,PT Dipo Star Finance,"Job DescriptionDesign, build and maintain ETL pipelines for data analysis and production useOperate and optimize our data analysis systemCombine data collected from a variety of sources to accelerate other technologies such as machine learning and artificial intelligenceIncreasing productivity of our services widely by standardizing data engineering tools and processesRequirementMore than 3 years’ experience as an analyst or engineer in database engineeringAdvanced knowledge of databases, real-time and batch data pipelines, SQL and data analysisStrong problem-solving skill to achieve product growthCommunication skills, especially explaining technical concepts to non-technical business leadersComfort working in a dynamic, research-oriented team with concurrent projects",Penuh waktu,"['SQL', 'Database', 'Machine Learning']",['Unknown']
Enterprise Data Management Sr. Specialist,Pengiklan Privat,"Requirement:Bachelor degree in Information Technology/ Computer Science/ Business Administration or any related fieldMinimal7 years of experiencesin data management, data governance or related rolesPreferably have experiences inhospital/healthcare industryStrong understanding of data privacy and compliance regulationsProficiency in data modeling, database management and data integration technologiesStrong leadership and collaborative abilitiesStrong analytical mindset and problem-solving skillsExcellent communication and interpersonal skillsJob Description:Responsible for overseeing the organization's data management processes, strategies and initiatives to increase business resultsDevelope and implement data governance policies, data quality standards, and data management best practices to ensure data accuracy, security and accessibilityCollaborate with cross-functional teams to optimize data usage for improved decision-making and business outcomes",Penuh waktu,['Database'],['Unknown']
Senior Executive - Data Analyst,PT Prudential Life Assurance,"Principle Duties & Responsibilities:Deliver ad hoc report and analysis to respective partiesCoordination with respective parties to get reliable data and informationPrepare data for regular as well as ad hoc reportsInterpret data, analyze results using statistical techniques and provide ongoing reports.Coordinate with different functional teams to implement models and monitor outcomes.Provide insights based on report using data visualization tools and give recommendation based on the report.Job Specification:QualificationMinimal Bachelor degree.Strong analytical skill with attention to detail numbers.Good knowledge of Life Insurance Industry.ExperienceAt least 3 (three) years of work experience in manipulating large data sets and building modelling and predictive analysis.Have experience in doing data manipulation and analysis with SQL or other similar query-based tools.Proven working experience as a data analyst or data scientist is preferrable.Able to manage projects and work with cross function.Background from life/health insurance is preferable.Knowledge and skillExcellent use of Excel skill.Excellent with database tools (e.g. SQL, Greenplum, or Couchbase etc.).Hands on experience using statistical packages for analyzing datasets and modelling (e.g. Power BI, R, or Phyton).Knowledge of statistical techniques and concepts.Good English communication skills, both written and oral.Able to work with multiple tasking, proactive and initiative.",Penuh waktu,"['SQL', 'R', 'Database', 'Excel']",['power bi']
Data Analyst,PT Jakarta Strategic Consulting,"Deskripsi Pekerjaan:As a Data Analyst, you will be responsible for collecting, analyzing, and interpreting data to provide valuable insights to company management.Main responsibility:Collect data from various sources to ensure completeness and accuracy.Carry out data processing and ensure data cleanliness.Analyze data using appropriate analytical tools and techniques.Identify trends, patterns, and insights from analyzed data.Prepare analytical reports that are clear and easy to understand.Present analysis results to the management team using effective data visualization.Communicate effectively to explain findings and provide recommendationsQualification:Bachelor's degree in Statistics, Mathematics, Computer Science, or related field.Minimum 2 years experience as a Data Analyst or related role.Proficient in using data analysis tools such as Python, R, or tools such as Excel, SQL, and others.
Strong statistical analysis capabilities.Expertise in data visualization using tools such as Tableau or Power BI.
Good communication and presentation skills.understand taxation as added value",Penuh waktu,"['SQL', 'Python', 'R', 'Excel']","['tableau', 'power bi']"
Management Information System Specialist (MIS Specialist) - Data Analsyt,PT VANDIKA ABADI,"Currently We're assiting one of our client from Fintech Industry for hiringMIS Specialist.Job Descriptions:- Conduct in-depth analysis of anomalies and suspicious behavior in company transactions, utilizing advanced tachniques and tools to identify potential fraudulent activities.- Continuously enhance the existing risk monitoring dashboard and develop new dashboards to strengthen the company’s ability to monitor and mitigate risks effectively.- Design and implement an Anti-Fraud dashboard monitoring system, enabling the Anti-Fraud team to conduct through investigations and gain deeper insights into fraudulent activities.- Ensure the maintenance of the Anti-Fraud team’s dashboard Key Performance Indicators (KPIs), and provide support in retrieving necessary data from the company’s extensive database by creating datamarts for Anti-Fraud team.- Conduct through research and analysis of transactions exhibiting suspicious behavior within the company’s platform, employing advanced methodologies and tools to identify potential fraudulent activities.- Collaborate closely with the manager to devise robust rules and protocols aimed at mitigating the high fraud rate, leveraging expertise and insights gained from analyzing suspicious transactions.- Conduct comprehensive risk assessments prior to the deployment of new products, evaluating potential vulnerabilities, and devising strategiesto minimize associated risks.- Provide regular reports to the Expatriate Team regarding the current state of the fraud rate, delivering accurate and detailed information on fraudulent activities within the organization.Job Requirements:- Minimum 1 year experience as Data Analyst, MIS, Business Intelligence or any related field.- Has experience in Financial Services industry, with existing business domain knowledge in BNPL or other financial services product (payment, fraud, etc).- Proficiency in SQL and writing advanced SQL queries, proficiency in Python and visualization tools (Looker, PowerBI, Superset, or Tableau) would be a plus.- Proficiency in comprehending payment flows, encompassing transactions, and fraud aspects.- Strong analytical and problem-solving skills.",Kontrak,"['SQL', 'Python', 'Database']","['tableau', 'looker']"
Technical data administrator,SOECHI GROUP,"About usBe a part of a leading shipping company in the Oil and Gas trade with a commitment to innovation and excellence. Gain hands-on experience with advanced IT infrastructures and the Sertica ERP system. Enjoy professional growth and mentorship opportunities within a supportive work environment.Qualifications & experienceDiploma/ Bachelor degree in related field with a flavor of handling large volumes of data structured in Excel Sheets.Ability to confidenty work with data and analyze in Excel Sheets.Good Typing speed to copy and paste data from PDF files to Excel Sheets.Strong understanding of marine engineering principles and terminology.Exceptional organizational and analytical skills.Proficiency in document management systems and Microsoft Office Suite.Detail-oriented with a focus on data accuracy and completeness.Excellent communication and collaboration skills.Good in Microsoft Excel Data Analysis and Formatting for Import/ExportPrior experience in marine engineering document control or a related field is preferred.Tasks & responsibilitiesDocument Review and Organization:
Thoroughly review vessel particulars documentation, procedures, arrangements manuals, drawings, plans, and technical data.
Organize information related to equipment, sparesparts in a structured manner.
Group data by Manufacturer, Model Type, and ID number.Data Structuring:
Develop and maintain a systematic approach to structure data, ensuring clarity and accessibility.
Categorize information to facilitate easy identification and retrieval for various stakeholders.Cross-Checking and Data Validation:

Collaborate with relevant teams to cross-check data with Master Data sets to identify and eliminate duplications.
Ensure the accuracy and consistency of information across different documents and databases.Registers Management:

Maintain comprehensive registers for Dry Dock activities, tracking schedules, and ensuring timely updates.
Keep accurate records of Class Status reports, tracking compliance and ensuring adherence to regulatory standards.Quality Assurance:

Implement quality assurance measures to guarantee the reliability and integrity of the organized data.
Perform regular audits to identify and rectify any discrepancies or inconsistencies.Collaboration:

Work closely with various departments, including engineering, operations, and procurement, to gather and validate information.
Foster effective communication channels to ensure accurate and up-to-date documentation.Continuous Improvement:

Proactively identify opportunities for process improvements in document control and data management.
Stay updated on industry best practices and technological advancements to enhance efficiency.",Kontrak,['Excel'],['Unknown']
Dosen Prodi Data Science (UBM Kampus Serpong),Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia ),"Kualifikasi Umum :Usia maksimal 45 tahunMampu bekerja secara multi tasking dan bekerja dalam tim (team player)Menguasai Microsoft Office, internet, dan mampu berbahasa Inggris (min.pasif)Kualifikasi Khusus :Pendidikan minimalS2(S1 & S2 linier jurusan Ilmu Komputer / Teknik terkait AI / Data Science / Machine Learning). Lulusan S3 ataupun sedang menekuni pendidikan S3 lebih disukai.Memiliki pengalaman minimal 1 tahun sebagai dosen di Perguruan Tinggi.Memiliki pengalaman penelitian di bidang AI / Machine Learning.Memiliki kompetensi di bidang Data Science terkait Kecerdasan Buatan (AI), Pemrograman, Data Analisis, dan Data Visual.Penempatan : UBM Alam Sutera - Tangerang",Penuh waktu,['Machine Learning'],['Unknown']
Data Engineer,PT I D X Partners,"id/x partnersprovide consulting services that specializes in utilizing data mining solutions combined with an integrated risk management and marketing discipline to help clients optimize the portfolio profitability and business process. We want you to be part of our team, in which you will play a major role helping us to fundamentally aspect of our solutions. As a you needed for this position, you will have the opportunity to build effective and efficient process for our software solutions.You will be responsible:Working in a project team to solve data issues from quality, integration to transformation. Variety of projects with structured and unstructured data types on many technologies and/or platforms.Perform ETL (Extract, Transform, Load)Models data structure from product needs to database tablesPerform query testing on large datasets, and define the best practices of data query style to meets business requirementDefine best practices for data migration and convertionRequirements:D3/S1 graduate from reputable university in IT or IS majorsMinimum GPA of 3.0Have 2+ years experience in Talend, SSIS, Data Stage or other data integration toolsKnowledge in Data Warehouse & Big Data is a plusFast learner and hard workingStrong analytical skillAble to speak/write in EnglishPreferred 2 year or more of relevant working experience.We offer:Attractive salary including THRWork in dynamic environmentHealth Insurance (after passing 3-month employment)Work in a startup with rapid innovation and experimentationOut-of-town, transportation and mobile phone allowanceQuarterly company gatheringAnnual company outing within Indonesia and ASEAN regionid/x partners are a private high growth organization headquartered in Jakarta and is a leading consulting firm for Data, Analytics & Decisioning solution in Asia-Pacific region. Our next-generation digital-enabler consultancy is the ideal place for you to grow your career. Are you up for the challenge?",Penuh waktu,"['Database', 'talend', 'Big Data']",['Unknown']
IT - Data Support / Data Analis,PT Artatama Asasta Abadi,"Qualifications & experienceKemampuan analisa, membaca data, problem solvingMahir dalam mengoperasikan spreadsheet, presentation, wordBerorientasi pada hasil dan berkomitmen dalam menyelesaikan tugasKemauan untuk mempelajari hal baru dan pengembangan diriMampu bekerja sama dalam team maupun secara individuPendidikan S1 jurusan Teknik Informatika / Management Information SystemUsia max 35 tahunTasks & responsibilitiesMengumpulkan dan mengolah data dari berbagai sumberMelakukan analisa, menafsirkan data, dan memberikan rekomendasiMenyusun presentasi dan penyajian dataIT Support & SecurityBenefitsBPJS Kesehatan dan Ketenagakerjaan",Penuh waktu,['Unknown'],['Unknown']
Senior Data Scientist,PT Talentvis Consulting Indonesia,"Job DescriptionDrive Inferential Analysis to solve business problem. Develop process and apply methods for making conclusions about populations from samples to solve business problems.Make predictions about unknown future events. Drive predictive analysis through model development using traditional and machine learning algorithm. Drive Company KPIs (revenue, churn, RG etc.) by exploiting those models.Identify valuable data sources that are relevant for analytics and undertake processing of structured and unstructured data.Provide insight and make value-added contributions toward the improvement of methodologies, processes, and analytics.Data mining using state of the art methods.Ensure scalability of the technique implementation to more than 100 million subs baseDrive exploratory data analysis to formulate hypothesis to feed necessary business decision.Develop optimization methods and apply to get the best result thus ensuring the best or most effective use of resources among all feasible alternatives.Disseminate information using data visualization techniques. Create meaningful data visualizations that communicate findings and relate them back to how insights create business impact.Job RequirementsContract based for 12 months (Can be renewed or possibility to be converted to permanent)Statistics/Economics/Computer science/Business graduate from any reputed universityAt least 5 years of Experience in BI/CLM/CRM in the telecom industryComprehensive knowledge about BI value chainsAbility to integrate marketing strategies and programs across multiple functionsFluent in English & Bahasa Indonesia",Kontrak,['Machine Learning'],['Unknown']
MARKETING DATA ANALYST,PT Fajar Mas Murni,"KualifikasiPendidikan Minimal S1 di bidang Statistik atau MatematikaMemiliki pengalaman minimal 2 tahun di bidang data analystPengalaman dalam menerapkan teknik analisis data untuk memecahkan masalah bisnis yang kompleks.Memiliki pengetahuan yang baik tentang desain penelitian dan keterampilan analisis yang kuatMampu untuk mengolah data menggunakan SPSS, excel dan mahir dalam pengeloalaan angkaMemiliki tingkat kreatifitas yang tinggi dan mampu untuk bekerja secara mandiriKeahlian dalam melihat, mengolah/analisis big data akan menjadi yang utamaTugas & Tanggung Jawab :Menganalisis data dengan menggunakan teknik-teknik analisis statistik untuk mengidentifikasi tren, pola, dan wawasan bisnis yang relevan.Mengolah data dari berbagai sumber untuk memastikan kualitas dan keakuratan data yang digunakan dalam analisis.Berkolaborasi dengan tim untuk mengidentifikasi tantangan bisnis dan mengusulkan solusi berdasarkan analisis data.Merancang strategi dengan program penelitian terkait dengan penelitian yang akan digunakan",Penuh waktu,"['Big Data', 'Excel']",['Unknown']
Data Engineer Specialist,MAKA Motors,"Is this you?A bachelor's degree in Informatica, Computer Science, Information Systems, Software Engineering, or a related field.A minimum of 5 years of practical experience in Data Engineering, demonstrating a deep understanding of data management and engineering principles.Proficiency in a range of programming languages, including C, C#, Python, Java, and SQL, to effectively work with and manipulate data.Familiarity with server systems, cloud servers, and mobile platforms (Android/iOS) to support data engineering activities and adapt to different data environments.Strong work ethic and a passion for delivering high-quality results. Demonstrated respect from peers and colleagues, and a willingness to collaborate across departments or divisions to achieve the company's goals, reflecting a team-oriented mindset.What a day at work for you will look likeDevelop and implement a comprehensive data engineering strategy that includes creating tools, structures, and methods for manufacturing data. Ensure the strategy aligns with the company's data standards and best practices.Implement rigorous data quality assurance processes, including strict adherence to Standard Operating Procedures (SOPs), technology and tools quality inspections, and staying updated with quality data trends to ensure that data meets Maka's standards.Take charge of data security by establishing robust measures to safeguard sensitive information. Ensure data compliance with relevant regulations and internal policies.Design and maintain data systems that enable efficient traceability of data for after-sales support and quality response time. Ensure data retrieval, transfer, backup, and storage are well-organized and accessible.Oversee the maintenance of server systems to support data engineering activities, ensuring that they run smoothly and efficiently.",Penuh waktu,"['SQL', 'Python']",['Unknown']
Junior Data Analyst,PT HEJAZ FINANCIAL SERVICES,"The Junior Data Analyst will work under the supervision of our experienced and highly supportive Portfolio Analyst to help drive the commercial portfolio data strategy. The role will assist in developing an Excel program for conducting data processing and collating.This role has a strong focus on financial data. To be successful in this role you will have positive friendly attitude and a strong interest in financial data analytics. We will provide the tools and support to set you up for success.Main ResponsibilitiesReview financial data, metrics, and other key drivers of fund investment performance.Construct an Excel program for processing, collating and validating data.Source and consolidate information from asset and investment managers, fund accountants, market commentators and other subject matter experts to deliver value-added insights.Assist with operational matters including maintenance of finance-related tasks and customer management system.Essential RequirementsMust have good communication skills in English verbally and in writing.Tertiary qualifications in Finance, Accounting, Statistics, Mathematics, IT or in a business-related discipline.Advanced numerical, reconciliation and problem-solving skills.Advanced level of competency with Microsoft Excel programming using VBA, Python, Pivot Table and Macro.Knowledge and experience with other data analytic tools such as Power BI, R, etc. highly regarded.Knowledge of products and services within the financial services Industry.Previous experience in data processing for investment and resource portfolio highly regarded.High level of attention to detail and good organisational skills.Previous experience in the financial services industry highly regarded.Desirable Experience and SkillsExperience in banking and financial services industry highly regarded.Experience of working in a fast-paced and medium enterprise environment highly regarded.It is a great opportunity to be part of a fast-growing organisation with opportunities for career development and progression. In return, you will be rewarded for your drive to make positive impact to the Hejaz team.To submit your application, please click on “Apply” to send your CV and cover letter. Only shortlisted applicants will be contacted.We reserve the right to close this vacancy early if we have received sufficient applications and suitable applicants have been selected for the role. Therefore, if you are interested, please submit your application as early as possible.Learn more about Hejaz and our business by visiting our website: https://www.hejazfs.com.au/",Penuh waktu,"['Python', 'R', 'Excel']",['power bi']
Data Engineer Junior Manager,Pengiklan Privat,"Ensure Data Governance for Business Metrics across business usersLead a team of data engineers and guide them with the best data strategies in line with data needsIdentifying, designing, and implementing process improvements that include building/re-engineering data models, data architectures, pipelines, and data applicationsContinuously look for data optimization processes and oversee data management, governance, security, and analysisEnsure data quality and security across every product vertical and related areasAct as a project manager for data projects, mentor and grow the team by hiring skilled data engineersWork towards achieving high performance, operational excellence, accuracy, and reliability of the overall systemUtilize tools and technologies to create data architecture that supports new data initiatives and is useful in next-gen productsEnsure test-driven products/pipelines that are easily maintainable and reusableDesign and build an infrastructure for ETL of data from a wide range of data sourcesIncrease automation and build analytic solutions at scale to serve the business requirementsMINIMUM QUALIFICATIONBachelors or Masters in a quantitative field (such as Engineering, Statistics, Math, Economics, or Computer Science with Modeling/Data Science), preferably with work experience of over 3 yearsDeep knowledge of SQL database design (MySQL, BigQuery) and programming languages (Python, Go)Have experience in one or more Workflow management, such as AirflowHave experience working with API from external partiesHave experience in building and maintaining data infrastructure, including implementation of data technology10.",Penuh waktu,"['SQL', 'Python', 'MySQL', 'Database']",['Unknown']
Data Analyst Supervisor,PT. Mideli Makmur Jaya (Shigeru),"Tugas dan Tanggung Jawab  :Menganalisa hasil menggunakan Teknik statistik dan memberikan laporan yang sedang berjalanMengembangkan dan mengimplementasikan database, sistem pengumpulan data, analisis data dan strategi lain yang mengoptimalkan efisiensi dan kualitas statistikMengindentifikasi, menganalisa dan menafsirkan trend atau pola dalam kumpulan data yang kompleksFilter data dengan meninjau laporan komputer dan indikator kinerja untuk menemukan masalahKlasifikasi  :Usia maksimal 33 TahunMinimal Pendidikan S1 Statistik, Teknik Komputer atau yang relevan dibidangnyaMemiliki pengalaman minimal 2 Tahun dibidangnyaPengetahuan tentang statistik dan pengalaman menggunakan program statistik untuk menganalisa data (Excel, SPSS, SAS, SQL dll)Memiliki kemampuan analisis yang kuat dengan kemampuan mengumpulkan, mengorganisasikan, menganalisa dan menyebarkan informasi dengan detail dan akurat",Kontrak,"['SQL', 'Database', 'Excel']",['Unknown']
