Job Title,Company,Job Description,Job Type,Skills,Visualization Tools
Data Analyst,ESQ Group,"Kualifikasi:Work with executives and other business leaders to identify opportunities for improvementCreate reports for internal teams and/or external clientsCollaborate with team members to collect and analyze dataUse graphs, infographics and other methods to visualize dataEstablish KPIs to measure the effectiveness of business decisionsStructure large data sets to find usable informationWork with a team of analysts and other associates to process informationCreate presentations and reports based on recommendations and findings",Penuh waktu,['Unknown'],['Unknown']
Data Engineer (ETL Developer),PT Lawencon Internasional,"Responsibilities:Analyze and interpret all complex data on all target systems and analyze and provide resolutions to all data issues and coordinate with data analyst to validate all requirements, perform interviews with all users and developersPerform tests and validate all data flows and prepare all ETL processes according to business requirements and incorporate all business requirements into all design specificationsDevelop all data warehouse models and prepare reports for all meta data integration into systems and draft all ETL scripts and prepare required reports for all end usersCollaborate with all developers and business users to gather required data and execute all ETL programs and scripts on systems and implement all data warehouse activities and prepare reports for sameDevelop and perform tests on all ETL codes for system data and analyze all data and design all data mapping techniques for all data models in systemsDocument all test procedures for systems and processes and coordinate with business analysts and users to resolve all requirement issues and maintain quality for sameJob Requirement:Bachelor Degree from reputable University with education background from Computer Science / Information Technology, Science & Technology, Business Studies / Management or equivalentProven work at least more 5 years of working experience as a Data Engineer//Data warehouse/ETL developerStrong skills in data analysis using tools like Python, R, pandas, NumPy, etc.Proficiency in data visualization tools such as Tableau, Power BI, or matplotlib in Python.Knowledge of big data platforms like Hadoop, Spark, and their ecosystems.Familiarity with NoSQL databases like MongoDB, Cassandra, airflow, or HBaseExperienced, able to operate and carry out development (queries) on various databasesExperienced in carrying out development related reportsExperienced with data engineering tools IBM DataStage and Apache AirflowUnderstand ETL Concept, Automation Scheduling, & Data Pipelines internalUnderstand data mapping / data journey, and carry out impact analysis on changes related to data mapping / data journeyHave a good understanding of data modelling and big data stacksHave a good understanding on Programming Concept, especially Python, Java or Scala for data manipulationFamiliarity with cloud big data environmentProficiency in software engineering best practicesExcellent communication and interpersonal skills (A good problem-solving attitude)Have a good command in English and Bahasa (actively)",Penuh waktu,"['Python', 'R', 'pandas', 'NoSQL', 'MongoDB', 'Hadoop', 'spark', 'Airflow']","['tableau', 'power bi', 'matplotlib']"
Marketing Database Staff (Administration/Data Analyst),PT. Satya Langgeng Sentosa,"Deskripsi pekerjaan:Mengolah dan merapikan database dari beberapa sumber (cust. loyal, guest book, data event, event webinar dan website) agar database akurat dan terbarukanMenyediakan data ad hoc untuk keperluan marketing (email blast, WhatsApp blast, event invitation, dsb.)Kualifikasi:Pendidikan minimal S1, lebih disukai dari jurusan Matematika atau Sistem/Teknik InformatikaMemiliki pengalaman minimal 1 tahun di bidang analisa data dan/atau administrasiMenguasai Microsoft ExcelTeliti dan cepat tanggapMemiliki kemampuan berkomunikasi yang baikPenempatan di Head Office Quadra Centrum, Meruya, Jakarta Barat",Penuh waktu,['Database'],['Unknown']
Data Engineer,PT Inovasi Daya Solusi,"Job Description:Responsible for building and maintaining our end-to-end data pipelines from various data sources.Designing, developing, and maintaining our Data WarehouseDevelop or Maintaining ETL Process from multiple sources.Analyze and Organize raw dataEnsure Data Quality and Data IntegrityQualifications:Candidate must posess atleast a Bachelor’s degree in Computer Science/Information Technology or equivalentExperience of SQL Server, MySQL, Postgress, NoSQL.Having knowledge on Big Query, GCPHands on experience with data modelling & building data martsHands on using Python",Penuh waktu,"['SQL', 'Python', 'MySQL', 'NoSQL']",['Unknown']
Data Analyst Intern,PT. AIRUDDER INFORMATION TECHNOLOGY,"AI Rudder is a software company that harnesses the power of AI voice automation to supercharge customer experiences. With AI voice assistants, your call center can make quality human-like calls at lightning speeds, collecting and analyzing data automatically to reach and activate more customers. AI Rudder helps call centers reduce costs by automating repetitive tasks and lowering agent workload. This frees up agents to focus on things only humans can do. Over the long term, AI Rudder aims to rethink the future of business communication.Sell the next wave of highly demanded-solutionsAbout the Job1. Support the team by being mainly responsible for handling data analysis. Including but not limited to collecting, cleaning/sorting, analyzing, visualizing data, and concluding the data.2. Handle data that corresponds to daily robots’ maintenance or project-specific robots.3. Assists ad hoc tasks.Who you are:1. Preferably top university & STEM majors, bachelor’s degree or above (min. 3rd semester) with experience in data analysis;2. Great attention to detail (Sensitive to data), good common sense, strong in logic, careful and responsible;3. Can handle individual tasks and also good with teamwork communication4. Fluent English communication skills;5. At least 2 days/week, the internship period is minimal 3 months, long-term interns are preferred.AI Rudder is an Equal Opportunity Employer. We’re committed to building a diverse and inclusive team. We do not discriminate against qualified employees or applicants.We regret that only shortlisted candidates will be contacted.",Penuh waktu,['Unknown'],['Unknown']
Data Scientist,PT Teknologi Pamadya Analitika,"Requirements:Bachelor's Degree in Computer Science, Statistics, Math, or related technical field is preferredExperience designing, developing/training and deploying production-level modelsHave a holistic understanding of general machine learning algorithms and what situation they are good/not good for and whyProficiency in Python is preferredPast experience with NLP is a plusStrong analytical, critical thinking, and problem-solving skillsAbility to work independently and as part of a diverse team in a fast-paced environmentWilling to work for our sister company business unitsResponsibilities:Analyze and identify areas that can be improvedDesign, build, and maintain production machine learning modelsCoordinate with other teams, specifically the engineering team, to integrate models into various existing processesExtract structured data from unstructured dataConvert business processes into automated modelsMeasure accuracy of model and design processes that gradually improve accuracyCollaborate with different teams to understand data needs and provide solutions",Penuh waktu,"['Python', 'Machine Learning']",['Unknown']
Data Support Supervisor,PT Bina Karya Prima,"Jobdesc:Menangani validasi data Sell in dan Sell out secara rutin untuk memastikan keakuratan informasi.Memastikan ketersediaan data stock dan estimasi stock yang akurat serta valid.Supply credible data untuk divisi sales maupun internal promo.Merencanakan/menganalisa/membuat sebuah project untuk membentuk business intelligence.Validasi mapping hierarchy, item and pricingSyncronize data antar departemenKualifikasi:Gelar S1 di bidang Information Technology, Computer Science, atau Business Analytics.Pengalaman minimal 3 tahun dalam pekerjaan sejenis.Menguasai berbagai platform seperti Oracle, SAP, BI, Tableau, Excel (termasuk penggunaan statistik, charting, dan pembuatan dashboard, termasuk kemampuan menggunakan macro).Pengetahuan yang baik dalam operasional promosi di industri terkait menjadi nilai tambah",Penuh waktu,['Excel'],['tableau']
"DOSEN TETAP - S3, Data Sains (Location: Deltamas, Cikarang)",Pengiklan Privat,"Requirements:Hold PhD (S3) Degree in scientific data .Open for master degree only with outstanding academical record and portfolio, graduated from international standard university will be high added value.Have not yet owned NIDN (Nomor Induk Dosen nasional)Preferably not yet registered as permanent lecturer in any university.High performing talents with self-drive and passion to learn and educate others.Willing to work full time as a permanent lecturerResponsibilities:Perform high quality performance of lecturer profession in accord with his / her expertise.",Penuh waktu,['Unknown'],['Unknown']
Data Analyst & Biometric Staff,PT Bumitama Gunajaya Agro,"Job Description:Menyediakan data dan informasi statistik sekaligus melakukan analisis data statistikMelakukan perhitungan statistik berdasarkan perolehan data-data di lapanganMelakukan forecasting dan membuat laporan analisis statistikMenerapkan metode statistik untuk kebutuhan PerusahaanQualifications:Fresh graduate/berpengalamanMinimal S1 dengan IPK di atas 3.5Memahami dan memiliki keterampilan yang baik dalam bidang perancangan percobaan, teknik survei dan quick count, analisis multivariet, pemodelan, forecasting, big data dan Artificial Intelligence (AI)Hati-hati penipuan! BGA tidak pernah memungut biaya apapun dalam proses rekrutmen kami.",Penuh waktu,['Unknown'],['Unknown']
Merchandiser Analyst,Kurnia Ciptamoda Gemilang,"This position is responsible for supporting analytical activies including managing overall data, support key functions in the areas of identifying trends, patterns, issues and outcomes of our business processes.Requirements :Bachelor Degree, Mathematics/Statisctic/Science majorInterest in Fashion IndustryGood in English (both oral & written)Good in numbers and computer skills (especially Microsoft Excel)Positive mindset, ability to work in long hour within team and individually, effective communication and high standards of accuracy and result-orientedGood analyze through in details on daily basis",Penuh waktu,['Excel'],['Unknown']
Data Analyst,PT Nama Cantik Abadi,"Main responsibility:Collect data from various sources to ensure completeness and accuracy.Carry out data processing and ensure data cleanliness.Analyze data using appropriate analytical tools and techniques.Identify trends, patterns, and insights from analyzed data.Prepare analytical reports that are clear and easy to understand.Present analysis results to the management team using effective data visualization.Communicate effectively to explain findings and provide recommendationsQualification:Bachelor's degree in Statistics, Mathematics, Computer Science, or related field.Minimum 2 years experience as a Data Analyst or related role.Proficient in using data analysis tools such as Python, R, or tools such as Excel, SQL, and others. Strong statistical analysis capabilities.Expertise in data visualization using tools such as Tableau or Power BI. Good communication and presentation skills.understand taxation as added value",Penuh waktu,"['SQL', 'Python', 'R', 'Excel']","['tableau', 'power bi']"
Data Analyst Staff,PT Perindustrian Bapak Djenggot (Orang Tua Group),"Qualifications:Bachelor's degree in Statistic, Mathematics, Information System, or ManagementMinimum GPA of 3.00Proficient in Microsoft Office especiallyMicrosoft ExcelWilling to be placed inJakarta BaratJob Description:Interpret and analyze data using statistical techniquesProvide reports to meet information needs",Penuh waktu,['Unknown'],['Unknown']
Marketing Data Analyst Supervisor,PT Ultra Prima Abadi (Orang Tua Group),"What You'll Be Doing :Interpret data, analyze results using statistical techniques and provide ongoing reportsWork closely with management to prioritize business and information needsThe Requirements We Need :At least a Bachelor's Degree in Information System, Information Technology, Industrial Engineering, Mathematics, Statistic or equivalent with minimum GPA 3.00Has 2 - 3 years working experienceGood data analysis skillsProficient using Ms. ExcelMust have good communication skill, teamwork, and can work under pressureWilling to be placed in West JakartaOnly candidates who match our requirements are going to be followed up to the next stage of our recruitment process.WE NEVER REQUEST FOR ANY MONEY OR FEES REGARDING THE EMPLOYEE RECRUITMENT PROCESS!",Penuh waktu,['Unknown'],['Unknown']
Data Visualization Specialist,"PT. BFI FINANCE INDONESIA, Tbk","Job DescriptionMelakukan analisa data internal untuk mendapatkan insight bisnis yang baru,Melakukan modelling data (projection, regretion, dan lain-lain) menggunakan R maupun Python,Membuat dashboard baru maupun maintain dashboard existing menggunakan Microsoft Power BI,Melakukan data mining baik internal maupun eksternal,Kolaborasi dengan department / unit lain terkait validasi data,Melakukan governance atas data internal khususnya data bisnis melalui SOP atau policy.Minimum QualificationsMahir menggunakan SQL Server,Mahir menggunakan bahasa pemrograman seperti R atau Python,Memahami pemodelan data (Projection, Regretion dan lain-lain),Mahir menggunakan tools BI seperti Microsoft Power BI,Memiliki keahlian dalam menggunakan Microsoft Excel khususnya Formula dan Macro Excel.",Penuh waktu,"['SQL', 'Python', 'R', 'Excel']",['power bi']
Data Analyst (English Speaker),PT.PUNINAR ANJI NYK LOGISTICS INDONESIA,"Qualification:Age 25-38 years oldExperience 2-3 years in relevant positionFluent in English, both verbal & written, and Mandarin is a PlusAble to handle pressure and teamwork when requiredAble to perform independently when requiredFresh Graduate welcome to apply for Mandarin Speaker.Responsibilities:Operation information collection, analysis, and adviceData analysis and recommendationsOnsite process-cycle time measurement,Calculate and analyze HPVManage and attend bi-weekly meeting when requiredManage KPI and Job Distribution when required",Penuh waktu,['Unknown'],['Unknown']
Data Analyst,PT Wonokoyo Jaya Corporindo (Wonokoyo Group),"Tugas dan Tanggung Jawab :Mengidentifikasi, menganalisa dan menafsirkan data yang diterima dari unit kerjaMelakukan cross cek dan meneliti setiap data yang diterimaMelakukan teknik statistik dalam menganalisa setiap pekerjaanMelaksanakan operasional dan administrasi penggajian sesuai dengan kebijakan perusahaanKualifikasi :Pendidikan S1 Statistik, Teknik Komputer atau yang relevanFreshgraduate atau berpengalaman min 1 tahunMenguasai tools pengolahan data Ms.Excel dan VBA Macro ExcelMemahami Vlookup, HLookup, Pivot, If, dan formula lainnyaMemiliki kemampuan analisis yang kuat, detail dan akuratPenempatan diSurabaya",Penuh waktu,['Excel'],['Unknown']
Financial Data Analyst,PT Matahari Department Store Tbk,"Job Description:1. Data Collection and Cleaning:- Gather financial data from various sources, including internal databases, external sources, and financial statements.- Clean, validate, and organize data to ensure accuracy and reliability.2. Data Analysis:- Conduct quantitative analysis on financial data to identify trends, patterns, and anomalies.- Use statistical methods and financial models to analyze and interpret data.3. Financial Modeling:- Develop and maintain financial models to support forecasting, budgeting, and decision-making processes.- Perform scenario analysis to assess the impact of different variables on financial outcomes.4. Reporting and Visualization:- Prepare and present financial reports, dashboards, and visualizations to communicate key insights to stakeholders.- Utilize tools such as Excel, Tableau, or other data visualization platforms.5. Budgeting and Forecasting:- Assist in the budgeting and forecasting processes by providing data-driven insights and recommendations.- Collaborate with cross-functional teams to align financial goals with overall business objectives.6. Collaboration:- Work closely with finance teams, business analysts, and other stakeholders to understand business requirements and -provide analytical support.Qualifications:Bachelor's degree in Finance, Accounting, Economics, Statistics, or a related field.Strong analytical and problem-solving skills with the ability to analyze complex financial data.Proficient in using financial modeling tools, databases, and data visualization software (e.g., Excel, SQL, Tableau).In-depth understanding of financial principles, accounting practicesExcellent verbal and written communication skills to effectively convey complex financial information to non-technical stakeholders.High attention to detail and accuracy in working with financial data.Ability to collaborate with cross-functional teams and work in a dynamic, fast-paced environment.Familiarity with the Retail industry is more beneficial.Willing to be located in Lippo KarawaciIf you’re match with the qualifications & ready for the challenges, turn yourself in !!!",Penuh waktu,"['SQL', 'Excel']",['tableau']
R&D Engineer,PT Sigmantara Alfindo,"Responsibilities:Communicate with our clients to understand their current pain points and how AI / machine learning can be applied to improve their bottom line. This includes discussions with clients’ top management, members of their information technology team, as well as their specialists from other fields.Work with other Technology team members both in Indonesia and abroad to develop proofs-of-concept of solutions and present it to our clients.Together with other Technology team members and partner organizations, develop said proofs-of-concept into systems capable of handling large volumes of data in production environments.Keep up with technology developments related to AI, machine learning, and engineering of large-scale software systems.Requirements:At least a Bachelor’s degree in Computer Science/Engineering or related field.At least 3 years of working experience with python, include libraries related to data processing such as pandas and/or polarsWorking knowledge of GitProficiency in SQL, with good understanding of at least one popular RDBMSExperience with Cloud Services (AWS/GCP/Azure) would be preferredExcellent verbal and written communication skills. This includes the ability to clearly explain technical matters such as system design decisions to non-technical audiencesGood knowledge of software engineering and data engineering concepts, such as algorithmic complexity, architectural patterns, software quality assurance, and characteristics of different database technologies.Experience with machine learning deployment services and enablers (Docker, automated testing, etc.) will be a plusExperience working in projects that involve stakeholders based in different countries will be a plusExperience with retail or supply chain management will be a plusWilling to WFO Monday - Friday at Head Office in Alam Sutera, Tangerang",Penuh waktu,"['SQL', 'Python', 'Azure', 'Database', 'AWS', 'GCP', 'Machine Learning', 'pandas', 'docker']",['Unknown']
Machine Learning Engineer,PT Tekno Gemilang Indonesia,"Requirements:AI Model Development, Programming Language (Python), Library & Framework (TensorFlow, PyTorch, Scikit-Learn, Keras.), AI Model Development, Machine Learning AlgorithmDesign, develop, and implement effective and scalable machine-learning models to solve complex problems, using appropriate algorithms and necessary techniques.Collect, clean, and analyze data to understand relevant trends, patterns, and insights that can be applied in machine-learning model development.Evaluate model performance periodically, tune parameters, and improve the model so that it remains relevant and in line with business or project needs.Collaborate with cross-disciplines, such as data engineers, data scientists, and business stakeholders, and communicate effectively regarding the process, results, and implementation of the models developed.denies that the development and implementation of machine-learning models comply with relevant ethical principles and maintain security and data privacy aspects.Continue to deepen knowledge about the latest technology, algorithms and developments in the world of machine learning to present innovative and effective solutions.Providing creative and efficient solutions to technical or methodological challenges in machine learning model development.About Us:“The right people in the right time and the right position would be the key to our company’s improvement; we developed our company through our corporate culture and values.” TOGI (PT Tekno Gemilang Indonesia) aims to deliver solutions required by companies to compete in today’s digital economy; whereas now it is highly necessary to review and revise a company’s business processes. In countering global challenges.""",Kontrak,"['Python', 'Machine Learning', 'tensorflow', 'scikit-learn']",['Unknown']
AI Engineer,PT Unirama Duta Niaga,"Job description & requirementsCompany DescriptionUnirama Duta Niaga (UDN) is among the most prominent distribution companies in Indonesia with 50 years of experience. The firm specializes in consumer goods and has multiple branches in various cities.Since its inception in 1971, Unirama has evolved into an FMCG supplier, catering to a diverse range of products, including ingredients and household appliances.Position Overview:As an Intermediate AI Engineer at Unirama Duta Niaga, you will play a crucial role in the development, implementation, and optimization of AI-driven solutions. You will collaborate with a cross-functional team of engineers, data scientists, and product managers to build robust and scalable AI applications that solve real-world problems.Key Responsibilities:- Design, implement, and maintain machine learning models and algorithms.- Collaborate with cross-functional teams to understand business requirements and translate them into AI solutions.- Conduct data analysis to identify trends, patterns, and insights that can inform model development.- Stay up-to-date with the latest advancements in AI and machine learning technologies.- Participate in code reviews and provide constructive feedback to peers.- Contribute to the documentation of code, processes, and best practices.- Troubleshoot and debug issues in AI applications.Qualifications:- Bachelor's or Master's degree in Computer Science, Artificial Intelligence, or a related field.- Proven experience in developing and implementing machine learning models.- Strong programming skills in languages such as Python, Java, or C++.- Familiarity with popular machine learning frameworks (e.g., TensorFlow, PyTorch).- Experience with data preprocessing, feature engineering, and model evaluation.- Good understanding of algorithms, data structures, and software design principles.- Excellent problem-solving and analytical skills.- Effective communication and collaboration skills in a team environment.- Experience with natural language processing (NLP) and computer vision.- Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud).- Familiarity with deployment and monitoring of machine learning models in production.- Previous work on projects related to autonomous systems or robotics.SkillsSoftware EngineeringMachine LearningC++CultureAt PT Unirama Duta Niaga, we are adaptable, balanced, collaborative, fast paced and innovative.Benefits and perks of working with us include:Compensation:Competitive salariesLifestyle:Casual dress code, Company outings, Flexible hours, Free food",Penuh waktu,"['Python', 'Azure', 'AWS', 'Machine Learning', 'tensorflow']",['Unknown']
AI Engineer,PT Unirama Duta Niaga,"Company DescriptionUnirama Duta Niaga (UDN) is among the most prominent distribution companies in Indonesia with 50 years of experience. The firm specializes in consumer goods and has multiple branches in various cities.Since its inception in 1971, Unirama has evolved into an FMCG supplier, catering to a diverse range of products, including ingredients and household appliances.Position Overview:As an Intermediate AI Engineer at Unirama Duta Niaga, you will play a crucial role in the development, implementation, and optimization of AI-driven solutions. You will collaborate with a cross-functional team of engineers, data scientists, and product managers to build robust and scalable AI applications that solve real-world problems.Key Responsibilities:- Design, implement, and maintain machine learning models and algorithms.- Collaborate with cross-functional teams to understand business requirements and translate them into AI solutions.- Conduct data analysis to identify trends, patterns, and insights that can inform model development.- Stay up-to-date with the latest advancements in AI and machine learning technologies.- Participate in code reviews and provide constructive feedback to peers.- Contribute to the documentation of code, processes, and best practices.- Troubleshoot and debug issues in AI applications.Qualifications:- Bachelor's or Master's degree in Computer Science, Artificial Intelligence, or a related field.- Proven experience in developing and implementing machine learning models.- Strong programming skills in languages such as Python, Java, or C++.- Familiarity with popular machine learning frameworks (e.g., TensorFlow, PyTorch).- Experience with data preprocessing, feature engineering, and model evaluation.- Good understanding of algorithms, data structures, and software design principles.- Excellent problem-solving and analytical skills.- Effective communication and collaboration skills in a team environment.- Experience with natural language processing (NLP) and computer vision.- Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud).- Familiarity with deployment and monitoring of machine learning models in production.- Previous work on projects related to autonomous systems or robotics.",Penuh waktu,"['Python', 'Azure', 'AWS', 'Machine Learning', 'tensorflow']",['Unknown']
Purchasing Data Analyst,PT Intim Harmonis Foods Industri (INAFOOD),"Job Descripstion :Responsible for analyzing and maintaining procurement management data, including forecasting and negotiating the priority of raw material and project in organizationAnalyze trends issues in domestic & global commodity marketsCollaborate with top management for prioritizing business and information needsDeveloping and implementing databases, data collection systems, data analytics and other strategies that optimize statistics efficiency and qualityOther related tasks as assignedRequirements :Bachelor’s degree in Economics / Management / Statistics / MathematicsAt least 2 years of working experience as Purchasing Analyst or Data AnalystDeep in analytical thinking, problem solving, and detail orientedProficient in operating Excel, Minitab, SPSS, or others data processing softwareAble to deal with big dataJoin as soon as possibleLocation : Sukorejo - Pasuruan",Penuh waktu,['Excel'],['Unknown']
EAM Consultant,PT Rea Kaltim Plantations,"Job & Responsibility:Optimize the implementation of EAM Systems, ensuring data integrity in the Enterprise's maintenance management system.Manage system data, conduct audits, and identify deficiencies of system data to ensure quality and data integrity.Understand, analyze, and document integrations and data transactions between business processes and how changes to systems or processes can have upstream or downstream impacts.Prepare technical documentation for code and design changes.Create additional screen entries integrated with EAM Systems data.Maintain reports on EAM Cognos Advance reporting and Dataspy Report.Utilize SQL Server for system integration.Requirements:Bachelor's degree in Computer Science, Information Systems, or related field.Minimum of 3 years of experience in EAM operations.Experience in managing system data, conducting audits, and identifying deficiencies of system data to ensure quality and data integrity.Knowledge of EAM systems and integrations.Ability to prepare technical documentation for code and design changes.Ability to create additional screen entries integrated with EAM Systems data.Ability to maintain reports on EAM Cognos Advance reporting and Dataspy Report.Proficiency in using SQL Server for system integration.Strong analytical and problem-solving skills.Excellent communication and interpersonal skills.",Kontrak,['SQL'],['Unknown']
Data Analyst,PT LANGGENG SUKSES ABADI TEKHNOLOGI,"Responsibilities:1. Understand the business process flow and its implementation in the database.2. Code SQL scripts to be used in retrieving valuable information from the database.3. Collaborate with software engineers to design, develop, implement, and maintain Qtrust’s analytic systems.4. Perform routine evaluations of internal systems, identifying inefficiencies, problems, and inaccuracies.5. Develop and maintain protocols for handling, processing, and cleansing data.6. Create periodic reports through data mining, analysis, and visualization.7. Communicate requirements and suggestions to other engineering teams as necessary.Requirements:1. Minimum bachelor’s degree in Computer Science, Data Science, Information Technology, or Information Systems.2. Minimum 2 years of experience in a similar position.3. Knowledge and experience with SQL Databases.4. Strong proficiency in data analysis and SQL queries.5. Knowledge and hands-on experience in ETL is not mandatory but will be advantageous.Additional Preferred Qualifications:6. Familiarity with data visualization tools such as Tableau or Power BI.7. Experience in optimizing and fine-tuning SQL queries for improved performance.8. Strong problem-solving skills and the ability to present findings in a clear and concise manner.9. Knowledge of statistical analysis and data modeling techniques.10. Ability to adapt to evolving technologies and stay abreast of industry trends in data analytics.11. Excellent communication skills to effectively convey complex technical concepts to both technical and non-technical stakeholders.",Kontrak,"['SQL', 'Database']","['tableau', 'power bi']"
Data Manager,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!‎‎Job DescriptionBecome thinking partner to Accommodation stakeholder. Design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the current business performance and/or potentialsDesign, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline. Develop ETL pipelines within a robust framework that is highly automated and re-usable for different use-cases.Develop dashboards not just for monitoring, but to produce actionable insights that decision makers can use to conduct data exploration, or derive quick insights.Work with the business to answer tactical questions, often via our experiments platform, that will affect the development of product features.Work with the business to answer strategic questions that will affect the long-term goals of the business.Our tech stack: BigQuery, dbt, Python, Github, Google Looker Studio, Tableau‎RequirementsPassionate in data, analysis, or insights with high curiosity and skepticism.Good communication, presentation, and storytelling skills to deliver data-inspired findings.Comfortable working with open-ended questions and potentially ambiguous problem statements. Able to prioritize and manage multiple stakeholders5+ years of data role experience (analyst, scientist, or engineer).5+ years of hands-on experience with SQL, spreadsheet, and R/Python.5+ years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.).Prior experience in conducting statistical experimentation or A/B testing is a plus.Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus.Bachelor/Master’s degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.‎If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Penuh waktu,"['SQL', 'Python', 'R', 'Azure', 'AWS', 'GCP']","['tableau', 'looker']"
Data Scientist,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!‎‎Job DescriptionOur data science team is responsible for solving complex problems and optimizing various aspects of Traveloka’s business. You will get a wide range of exciting opportunities to bring impact by helping to make decisions at scale across our various business lines, and get to work with the brightest minds in the industry. Join us in revolutionizing the travel industry through data!Key Responsibilities:Collaborate with multiple business units to understand their challenges and goals.Translate business goals into technical requirements and actionable insightsDevelop, implement, and maintain data-driven solutions and systemsOversee and manage multiple data science projects, ensuring they meet the business objectives and are delivered on time.‎RequirementsQualificationsBachelor’s degree in Computer Science, Data Science, Statistics, or a related field. Master's degree or higher preferred.Minimum of 5 years experience in data science or a related role.Excellent understanding of business operations and the ability to translate business requirements into technical specifications.Experience/familiarity with some of the followings:Causal InferenceEconometricsSimulationOptimization TechniquesStrong expertise in Python and experience with ML/Stats libraries (scikit-learn, LGBM, XGBoost to name a few).Proficient in data manipulation and analysis using SQL.Experience with Cloud-based tech stack and Docker. GCP will be preferred.Proven experience in managing data projects from inception to completion.Exceptional interpersonal and communication skills, including the ability to describe complex technical concepts to non-technical stakeholders.Proactive, self-motivated, and able to work independently.Good to HaveExperience in deep learning frameworks like PyTorch or TensorFlow.‎If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Penuh waktu,"['SQL', 'Python', 'GCP', 'tensorflow', 'Deep learning', 'scikit-learn', 'docker']",['Unknown']
Data Enterprise Management Manager,Pengiklan Privat,"Job DescriptionMelakukan review & monitoring dalam memastikan dilaksanakannya perencanaan dan instalasi database yuntuk memastikan database dapat digunakan untuk menunjang aktivitas operasional perusahaan.Melakukan control & monitoring dalam memastikan aktivitas database DRC (Disaster Recovery Plan) dilakukan dalam memitigasi bencana, sehingga dapat menjaga keberlanjutan aktivitas bisnis.Melakukan koordinasi bersama dengan IT dan Function terkait dengan kebutuhan pengembangan mekanisme pelaporan dan pengumpulan data internal & eksternal, sehingga seluruh proses dapat berjalan dengan baik.Kualifikasi :Pendidikan minimal S1 Teknologi Informasi/ Statistik/ Matematika/ Manajemen InformatikaMemiliki pengalaman bekerja min. 5-7 tahun pada bidang Data Analyst/ MIS/ Database Management khususnya dalam Risk Management Perbankan.Memiliki pengetahuan mengenai bisnis multifinanceMemiliki pengetahuan mengenai kebijakan dan proses bisnis perusahaan.Memiliki kemampuan dalam SAS Software dan Data Reporting",Penuh waktu,['Database'],['Unknown']
Data Analyst,PT Mitra Mas Sentosa,"Prepare sales data reports to be presented to managementCompile and analyze data over time to forecast sales trendsReview past sales data to determine trends in productivityEvaluate third-party data to determine best practices for company successPresent actionable information and insights to management and marketing sales team.Monitor and evaluating sales performance.Forecast demand, revenue, and expenses.Determine sales potential and making recommendations.Compile purchase order data from each account to be reported to warehouse and ensure each account received goods as per purchase order.Perform other tasks as requested by management.",Penuh waktu,['Unknown'],['Unknown']
